1.40479839 0.0177826695 0.0179777611
1.40479994 0.0116068879 0.011195221
1.40480137 0.0232170559 0.0235250909
1.40480292 0.0112066483 0.0110710701
1.40480447 0.00678950688 0.00684466492
1.40480602 0.0114678778 0.0113804769
1.40480745 0.015218447 0.0153182903
1.404809 0.011480744 0.0113438498
1.40481055 0.0082145799 0.00807729363
1.4048121 0.0116675841 0.011198313
1.40481365 0.0132111553 0.0133679789
1.40481508 0.0115064662 0.0111815315
1.40481675 0.008451798 0.00858734082
1.40481818 0.0114771035 0.0113438014
1.40481973 0.0107201096 0.0107929911
1.40482116 0.0116214994 0.0115899127
1.40482283 0.0117638623 0.0118910577
1.40482426 0.0115699992 0.0114674047
1.40482581 0.0131593719 0.0133631621
1.40482736 0.0115395784 0.0112819765
1.40482891 0.010234098 0.0103025204
1.40483046 0.0114916936 0.0115931351
1.40483189 0.0125796963 0.0127025275
1.40483356 0.0116975699 0.0115805874
1.40483499 0.0101730274 0.0104737449
1.40483654 0.0118373083 0.01147951
1.40483797 0.0123309419 0.0121678226
1.40483963 0.0117363725 0.0116464291
1.40484107 0.0102175167 0.0103056915
1.40484262 0.0118547203 0.0116891237
1.40484405 0.012514215 0.0125597399
1.40484571 0.0116126845 0.0113998977
1.40484715 0.0116971442 0.0120636011
1.40484869 0.0116972178 0.0116980076
1.40485024 0.0126533369 0.0129317734
1.40485179 0.0119257793 0.0115142474
1.40485334 0.0110512208 0.0110363355
1.40485477 0.0118008247 0.0117620779
1.40485632 0.0123252766 0.0124058295
1.40485787 0.01189165 0.0117800944
1.40485942 0.0110734459 0.0111633567
1.40486085 0.0120590394 0.0119153727
1.4048624 0.0120567577 0.0123662008
1.40486395 0.0121127879 0.0119511411
1.4048655 0.0109676551 0.0109962914
1.40486705 0.0119813001 0.0119496491
1.4048686 0.0117128864 0.0118640019
1.40487015 0.0121287489 0.0119926641
1.40487158 0.0120707061 0.0124002593
1.40487313 0.0121244108 0.0120227523
1.40487468 0.0126857618 0.012807576
1.40487623 0.0122708948 0.0120713254
1.40487766 0.0117526762 0.0117888171
1.40487921 0.0123124449 0.0123344194
1.40488076 0.0127737178 0.0127960565
1.40488231 0.0123749031 0.0124516496
1.40488374 0.0116522461 0.0118523333
1.40488529 0.0125552006 0.0124358516
1.40488684 0.0126328478 0.0127814971
1.40488839 0.0126700439 0.0124657303
1.40488994 0.0117368503 0.0117316376
1.40489137 0.0126380296 0.0126001127
1.40489304 0.0122865271 0.0124529861
1.40489447 0.0126286577 0.0127025144
1.40489602 0.0125784138 0.0127764577
1.40489745 0.0128484219 0.0128150918
1.40489912 0.0131188566 0.0131775429
1.40490055 0.0128404051 0.0127539188
1.4049021 0.0123276701 0.0126068126
1.40490365 0.0128722619 0.0128411883
1.4049052 0.013144956 0.01323047
1.40490675 0.0130732581 0.0130664371
1.40490818 0.012548401 0.0127536198
1.40490985 0.013086915 0.0131393652
1.40491128 0.0133179855 0.013406219
1.40491283 0.0133484807 0.013315659
1.40491426 0.0126676084 0.0128560644
1.40491593 0.0133531783 0.0132917827
1.40491736 0.0129619408 0.0132969711
1.40491891 0.0136467749 0.0132476939
1.40492046 0.0134624075 0.0135316662
1.40492201 0.0137003539 0.0134508442
1.40492356 0.0139584271 0.0140019562
1.40492499 0.0137253432 0.0136898616
1.40492654 0.013295738 0.0135309799
1.40492809 0.0139262155 0.0137216784
1.40492964 0.0140203461 0.014029636
1.40493107 0.0140657974 0.0139591256
1.40493262 0.0136428066 0.0136986738
1.40493417 0.0142504415 0.0140136015
1.40493572 0.0140427025 0.0143101709
1.40493715 0.0143259792 0.0141718742
1.4049387 0.013726132 0.0137734227
1.40494025 0.0145394616 0.0143217007
1.4049418 0.0142126661 0.0142484996
1.40494335 0.0146053927 0.0143349795
1.40494478 0.0144755458 0.0145185674
1.40494645 0.0147252912 0.0145701487
1.40494788 0.0148828812 0.0149874138
1.40494943 0.0149931572 0.0147626298
1.40495098 0.014507506 0.0144716026
1.40495253 0.0149729773 0.0149792181
1.40495396 0.015015604 0.0152820433
1.40495551 0.0151486844 0.0151374526
1.40495706 0.014599232 0.0147962971
1.40495861 0.0154082263 0.0151671562
1.40496016 0.0154570304 0.0155385965
1.40496159 0.0156400837 0.0154393921
1.40496325 0.015043701 0.0150181847
1.40496469 0.0157520622 0.0157063883
1.40496624 0.0155406082 0.0154892309
1.40496767 0.0158965327 0.015745325
1.40496933 0.0159668177 0.0160325672
1.40497077 0.0159986205 0.0161534827
1.40497231 0.0162394028 0.0163689777
1.40497375 0.0162996203 0.015938716
1.40497541 0.0160944611 0.0159951579
1.40497684 0.0163372979 0.0163377468
1.40497839 0.0165244415 0.0165628046
1.40497994 0.0166362096 0.016644584
1.40498149 0.016369015 0.0164665487
1.40498304 0.0168758966 0.016736092
1.40498447 0.0168791488 0.0169963278
1.40498602 0.0171093773 0.0169074591
1.40498757 0.01656303 0.0169794764
1.40498912 0.017289279 0.0172541458
1.40499055 0.0172237121 0.0172166638
1.40499222 0.0175646264 0.0174466278
1.40499365 0.0176235922 0.0177241471
1.4049952 0.0178877749 0.0176749397
1.40499675 0.018049201 0.0182950944
1.4049983 0.0181304757 0.0182239395
1.40499985 0.017878212 0.0181218646
1.40500128 0.0186246447 0.0185841769
1.40500283 0.0188905392 0.018968489
1.40500438 0.0191669594 0.0190058183
1.40500593 0.0189054385 0.0190641657
1.40500736 0.0196619462 0.0194689166
1.40500891 0.0198532976 0.0199059956
1.40501046 0.0200991854 0.0198769961
1.40501201 0.0197424609 0.0200399775
1.40501344 0.0203086883 0.0202089529
1.40501499 0.0200046562 0.0204660892
1.40501654 0.0206655767 0.0204086509
1.40501809 0.0204980932 0.0205950346
1.40501964 0.0206111819 0.0206479207
1.40502107 0.020748714 0.0206956137
1.40502274 0.0208779015 0.0208012834
1.40502417 0.0204343479 0.0208023582
1.40502572 0.0209391825 0.0208923239
1.40502715 0.0208989643 0.0211952347
1.40502882 0.0212969724 0.020882871
1.40503025 0.0207288768 0.0211254992
1.4050318 0.0213824268 0.0213521179
1.40503335 0.0213350318 0.0216497835
1.4050349 0.0216845591 0.0216580201
1.40503645 0.0212892313 0.0213134978
1.40503788 0.0219397489 0.0218451321
1.40503955 0.0219071545 0.0219865479
1.40504098 0.022232376 0.0218896475
1.40504253 0.0223207101 0.0223390628
1.40504396 0.022688318 0.0225363504
1.40504563 0.022777224 0.0229668096
1.40504706 0.0231527556 0.0228287429
1.40504861 0.0227896925 0.0229057297
1.40505016 0.0233441349 0.0230666418
1.40505171 0.023364732 0.0237177163
1.40505326 0.0236944351 0.0235429127
1.40505469 0.0234577898 0.0235297028
1.40505624 0.0240112506 0.023936199
1.40505779 0.0242224447 0.0244903788
1.40505934 0.0245717689 0.0245230179
1.40506077 0.0242589433 0.0245185811
1.40506232 0.0249805115 0.0247547999
1.40506387 0.024754839 0.0249822289
1.40506542 0.0253559593 0.0252787564
1.40506685 0.0253941547 0.0257123243
1.40506852 0.0258306768 0.0256167129
1.40506995 0.0259270817 0.0260733385
1.4050715 0.0263609234 0.02637689
1.40507305 0.026134992 0.0262571052
1.4050746 0.0267885067 0.0268376023
1.40507615 0.0268146712 0.0271530841
1.40507758 0.0273321122 0.0272179674
1.40507913 0.0271632876 0.0272454899
1.40508068 0.0275824778 0.0275690835
1.40508223 0.0278928801 0.0280732196
1.40508366 0.0283146352 0.0281897336
1.40508521 0.028049184 0.0284186378
1.40508676 0.0290514603 0.0286372956
1.40508831 0.0288229398 0.0291377585
1.40508986 0.0292598866 0.0292309858
1.40509129 0.0294040572 0.0296310447
1.40509295 0.0298677385 0.0298280269
1.40509439 0.0299625099 0.0303755682
1.40509593 0.0303207971 0.0304930303
1.40509737 0.0304014031 0.0305201318
1.40509903 0.0310035795 0.0309035555
1.40510046 0.0311155785 0.031463448
1.40510201 0.031619858 0.031361375
1.40510345 0.0313804597 0.0318329185
1.40510511 0.0320999324 0.0320751369
1.40510654 0.0324236639 0.0324028805
1.40510809 0.0328808837 0.0327661447
1.40510964 0.0327986255 0.0330307037
1.40511119 0.0334598422 0.0331935957
1.40511274 0.0335388109 0.0336942933
